timestamp,field1,field2,field3,field4,field5,field6,field7
2026-02-24 00:02:48,0.00,34.00,21.98,48.28,999.31,20.30,1663.00
2026-02-24 00:07:48,0.00,99.00,21.98,48.28,999.31,20.30,1659.00
2026-02-24 00:12:48,0.00,99.00,21.97,48.28,999.27,20.30,1661.00
2026-02-24 00:17:48,0.00,21.00,21.97,48.28,999.25,20.30,1666.00
2026-02-24 00:22:48,0.00,21.00,21.96,48.30,999.25,20.30,1671.00
2026-02-24 00:27:48,0.00,99.00,21.96,48.30,999.34,20.30,1666.00
2026-02-24 00:32:48,0.00,99.00,21.97,48.26,999.32,20.30,1671.00
2026-02-24 00:37:48,0.00,96.00,21.96,48.34,999.41,20.30,1679.00
2026-02-24 00:42:48,0.00,47.00,21.95,48.32,999.46,20.30,1685.00
2026-02-24 00:47:48,0.00,38.00,21.96,48.30,999.44,20.30,1685.00
2026-02-24 00:52:48,0.00,99.00,21.95,48.36,999.48,20.30,1675.00
2026-02-24 00:57:48,0.00,79.00,21.95,48.36,999.51,20.30,1668.00
2026-02-24 01:02:48,0.00,99.00,21.95,48.34,999.57,20.30,1673.00
2026-02-24 01:07:48,0.00,0.00,21.94,48.36,999.61,20.30,1668.00
2026-02-24 01:12:48,0.00,95.00,21.94,48.34,999.64,20.30,1669.00
2026-02-24 01:17:48,0.00,36.00,21.93,48.37,999.65,20.30,1661.00
2026-02-24 01:22:48,0.00,79.00,21.92,48.39,999.69,20.30,1663.00
2026-02-24 01:27:48,0.00,81.00,21.93,48.38,999.77,20.30,1669.00
2026-02-24 01:32:48,0.00,11.00,21.93,48.38,999.80,20.30,1670.00
2026-02-24 01:37:48,0.00,99.00,21.92,48.40,999.86,20.30,1667.00
2026-02-24 01:42:48,0.00,99.00,21.93,48.39,999.85,20.30,1676.00
2026-02-24 01:47:48,0.00,37.00,21.93,48.37,999.84,20.30,1671.00
2026-02-24 01:52:48,0.00,0.00,21.91,48.44,999.86,20.30,1673.00
2026-02-24 01:57:48,0.00,99.00,21.93,48.39,999.86,20.30,1680.00
2026-02-24 02:02:48,0.00,99.00,21.93,48.40,999.89,20.30,1674.00
