timestamp,field1,field2,field3,field4,field5,field6,field7
2026-02-28 00:02:58,0.00,99.00,22.98,49.99,1012.43,20.30,1559.00
2026-02-28 00:07:58,0.00,99.00,22.97,50.02,1012.43,20.30,1554.00
2026-02-28 00:12:58,0.00,99.00,22.96,50.10,1012.38,20.30,1554.00
2026-02-28 00:17:58,0.00,49.00,22.96,50.07,1012.38,20.30,1558.00
2026-02-28 00:22:58,0.00,90.00,22.96,50.05,1012.33,20.30,1557.00
2026-02-28 00:27:58,0.00,99.00,22.95,50.07,1012.35,20.30,1563.00
2026-02-28 00:32:58,0.00,0.00,22.95,50.05,1012.45,20.30,1553.00
2026-02-28 00:37:58,0.00,25.00,22.95,50.08,1012.45,20.30,1557.00
2026-02-28 00:42:58,0.00,0.00,22.94,50.09,1012.47,20.30,1563.00
2026-02-28 00:47:58,0.00,0.00,22.93,50.08,1012.47,20.30,1554.00
2026-02-28 00:52:58,0.00,0.00,22.93,50.08,1012.51,20.30,1566.00
2026-02-28 00:57:58,0.00,50.00,22.92,50.12,1012.55,20.30,1564.00
2026-02-28 01:02:58,0.00,86.00,22.92,50.11,1012.55,20.30,1551.00
2026-02-28 01:07:58,0.00,34.00,22.92,50.12,1012.53,20.30,1556.00
2026-02-28 01:12:58,0.00,87.00,22.91,50.11,1012.51,20.30,1553.00
2026-02-28 01:17:58,0.00,60.00,22.91,50.14,1012.49,20.30,1558.00
2026-02-28 01:22:58,0.00,17.00,22.90,50.15,1012.42,20.30,1567.00
2026-02-28 01:27:58,0.00,98.00,22.89,50.16,1012.36,20.30,1559.00
2026-02-28 01:32:58,0.00,15.00,22.90,50.20,1012.30,20.30,1556.00
2026-02-28 01:37:58,0.00,0.00,22.90,50.16,1012.31,20.30,1559.00
2026-02-28 01:42:58,0.00,75.00,22.90,50.20,1012.27,20.30,1555.00
2026-02-28 01:47:58,0.00,36.00,22.88,50.23,1012.23,20.30,1552.00
2026-02-28 01:52:58,0.00,55.00,22.88,50.17,1012.21,20.30,1553.00
2026-02-28 01:57:58,0.00,80.00,22.88,50.18,1012.27,20.30,1553.00
2026-02-28 02:02:58,0.00,99.00,22.88,50.20,1012.19,20.30,1551.00
2026-02-28 02:07:58,0.00,99.00,22.88,50.18,1012.24,20.30,1557.00
2026-02-28 02:12:58,0.00,91.00,22.88,50.24,1012.27,20.30,1560.00
2026-02-28 02:17:58,0.00,33.00,22.87,50.22,1012.26,20.30,1558.00
2026-02-28 02:22:58,0.00,0.00,22.86,50.23,1012.34,20.30,1559.00
2026-02-28 02:27:58,0.00,99.00,22.85,50.24,1012.35,20.30,1561.00
2026-02-28 02:32:58,0.00,0.00,22.86,50.24,1012.34,20.30,1563.00
2026-02-28 02:37:58,0.00,91.00,22.86,50.24,1012.33,20.30,1564.00
2026-02-28 02:42:58,0.00,99.00,22.85,50.15,1012.29,20.30,1567.00
2026-02-28 02:47:58,0.00,50.00,22.84,50.26,1012.20,20.30,1563.00
2026-02-28 02:52:58,0.00,0.00,22.83,50.25,1012.10,20.30,1561.00
2026-02-28 02:57:58,0.00,8.00,22.83,50.27,1012.20,20.30,1566.00
2026-02-28 03:02:58,0.00,0.00,22.83,50.29,1012.13,20.30,1557.00
2026-02-28 03:07:58,0.00,99.00,22.84,50.28,1012.21,20.30,1551.00
2026-02-28 03:12:58,0.00,99.00,22.82,50.30,1012.14,20.30,1550.00
2026-02-28 03:17:58,0.00,0.00,22.82,50.27,1012.17,20.30,1557.00
2026-02-28 03:22:58,0.00,0.00,22.82,50.31,1012.17,20.30,1559.00
2026-02-28 03:27:58,0.00,4.00,22.81,50.32,1012.18,20.30,1555.00
2026-02-28 03:32:58,0.00,53.00,22.81,50.31,1012.19,20.30,1559.00
2026-02-28 03:37:58,0.00,0.00,22.81,50.33,1012.11,20.30,1564.00
2026-02-28 03:42:58,0.00,34.00,22.80,50.32,1012.10,20.30,1561.00
2026-02-28 03:47:58,0.00,99.00,22.81,50.32,1012.15,20.30,1558.00
2026-02-28 03:52:58,0.00,98.00,22.79,50.33,1012.08,20.30,1560.00
2026-02-28 03:57:58,0.00,99.00,22.79,50.34,1012.08,20.30,1562.00
2026-02-28 04:02:58,0.00,20.00,22.79,50.34,1012.13,20.30,1557.00
2026-02-28 04:07:58,0.00,92.00,22.79,50.35,1012.09,20.30,1555.00
2026-02-28 04:12:58,0.00,99.00,22.78,50.36,1012.11,20.30,1570.00
2026-02-28 04:17:58,0.00,40.00,22.78,50.37,1012.17,20.30,1571.00
2026-02-28 04:22:58,0.00,37.00,22.79,50.36,1012.16,20.30,1568.00
2026-02-28 04:27:58,0.00,12.00,22.77,50.36,1012.23,20.30,1562.00
2026-02-28 04:32:58,0.00,99.00,22.78,50.35,1012.31,20.30,1571.00
2026-02-28 04:37:58,0.00,0.00,22.77,50.40,1012.28,20.30,1561.00
2026-02-28 04:42:58,0.00,0.00,22.76,50.39,1012.30,20.30,1564.00
2026-02-28 04:47:58,0.00,94.00,22.77,50.39,1012.29,20.30,1553.00
2026-02-28 04:52:58,0.00,99.00,22.76,50.39,1012.28,20.30,1560.00
2026-02-28 04:57:58,0.00,93.00,22.76,50.42,1012.27,20.30,1553.00
2026-02-28 05:02:58,0.00,20.00,22.75,50.41,1012.22,20.30,1548.00
2026-02-28 05:07:58,0.00,99.00,22.76,50.41,1012.28,20.30,1552.00
2026-02-28 05:12:58,0.00,92.00,22.75,50.40,1012.26,20.30,1550.00
2026-02-28 05:17:58,0.00,99.00,22.75,50.41,1012.27,20.30,1545.00
2026-02-28 05:22:58,0.00,95.00,22.75,50.44,1012.32,20.30,1551.00
2026-02-28 05:27:58,0.00,99.00,22.74,50.44,1012.27,20.30,1552.00
2026-02-28 05:32:58,0.00,52.00,22.74,50.43,1012.29,20.30,1550.00
2026-02-28 05:37:58,0.00,99.00,22.73,50.56,1012.26,20.30,1555.00
2026-02-28 05:42:58,0.00,85.00,22.73,50.46,1012.33,20.30,1557.00
2026-02-28 05:47:58,0.00,0.00,22.72,50.44,1012.29,20.30,1551.00
2026-02-28 05:52:58,0.00,6.00,22.73,50.46,1012.30,20.30,1551.00
2026-02-28 05:57:58,0.00,73.00,22.71,50.49,1012.34,20.30,1557.00
2026-02-28 06:02:58,82.00,99.00,22.76,50.46,1012.34,20.30,1555.00
2026-02-28 06:07:58,81.00,5.00,22.83,50.40,1012.34,20.30,1564.00
2026-02-28 06:12:58,81.00,7.00,22.89,50.32,1012.37,20.30,1560.00
2026-02-28 06:17:58,81.00,24.00,22.94,50.25,1012.33,20.30,1555.00
2026-02-28 06:22:58,81.00,40.00,22.98,50.22,1012.42,20.30,1555.00
2026-02-28 06:27:58,81.00,97.00,23.01,50.16,1012.45,20.30,1560.00
2026-02-28 06:32:58,81.00,0.00,23.02,50.15,1012.49,20.30,1563.00
2026-02-28 06:37:58,81.00,94.00,23.04,50.14,1012.48,20.30,1556.00
2026-02-28 06:42:58,82.00,20.00,23.06,50.14,1012.57,20.30,1561.00
2026-02-28 06:47:58,80.00,99.00,23.06,50.11,1012.60,20.30,1553.00
2026-02-28 06:52:58,81.00,99.00,23.06,50.10,1012.65,20.30,1555.00
2026-02-28 06:57:58,82.00,99.00,23.07,50.11,1012.61,20.30,1560.00
2026-02-28 07:02:58,81.00,81.00,23.07,50.10,1012.65,20.30,1557.00
2026-02-28 07:07:58,81.00,59.00,23.07,50.12,1012.65,20.30,1558.00
2026-02-28 07:12:58,81.00,0.00,23.08,50.11,1012.75,20.30,1558.00
2026-02-28 07:17:58,81.00,82.00,23.08,50.10,1012.82,20.30,1557.00
2026-02-28 07:22:58,81.00,99.00,23.08,50.13,1012.84,20.30,1559.00
2026-02-28 07:27:58,81.00,21.00,23.08,50.15,1012.87,20.30,-62.00
2026-02-28 07:32:58,81.00,84.00,23.08,50.16,1012.88,20.30,1562.00
