timestamp,field1,field2,field3,field4,field5,field6,field7
2026-01-31 00:00:38,0.00,48.00,20.70,95.57,1008.56,20.50,1752.00
2026-01-31 00:05:38,0.00,48.00,20.69,95.58,1008.55,20.50,1747.00
2026-01-31 00:10:38,0.00,48.00,20.68,95.63,1008.56,20.50,1749.00
2026-01-31 00:15:38,0.00,48.00,20.67,95.61,1008.61,20.50,1758.00
2026-01-31 00:20:38,0.00,48.00,20.66,95.60,1008.66,20.50,1761.00
2026-01-31 00:25:38,0.00,48.00,20.65,95.67,1008.63,20.50,1755.00
2026-01-31 00:30:38,0.00,48.00,20.64,95.63,1008.69,20.50,1750.00
2026-01-31 00:35:38,0.00,48.00,20.63,95.64,1008.73,20.50,1757.00
2026-01-31 00:40:38,0.00,48.00,20.63,95.69,1008.77,20.50,1758.00
2026-01-31 00:45:38,0.00,48.00,20.62,95.70,1008.74,20.50,1759.00
2026-01-31 00:50:38,0.00,48.00,20.61,95.67,1008.75,20.50,1756.00
2026-01-31 00:55:38,0.00,48.00,20.60,95.71,1008.72,20.50,1761.00
2026-01-31 01:00:38,0.00,50.00,20.60,95.71,1008.81,20.50,1765.00
2026-01-31 01:05:38,0.00,48.00,20.58,95.69,1008.80,20.50,1768.00
2026-01-31 01:10:38,0.00,48.00,20.58,95.74,1008.89,20.50,1772.00
2026-01-31 01:15:38,0.00,48.00,20.57,95.75,1008.85,20.50,1776.00
2026-01-31 01:20:38,0.00,48.00,20.55,95.74,1008.88,20.50,1776.00
2026-01-31 01:25:38,0.00,48.00,20.56,95.80,1008.87,20.50,1781.00
2026-01-31 01:30:38,0.00,48.00,20.55,95.79,1008.88,20.50,1786.00
2026-01-31 01:35:38,0.00,48.00,20.53,95.79,1008.85,20.50,1779.00
2026-01-31 01:40:38,0.00,48.00,20.53,95.82,1008.86,20.50,1785.00
2026-01-31 01:45:38,0.00,48.00,20.52,95.81,1008.94,20.50,1798.00
2026-01-31 01:50:38,0.00,48.00,20.51,95.83,1008.90,20.50,1805.00
2026-01-31 01:55:38,0.00,48.00,20.50,95.88,1009.02,20.50,1797.00
2026-01-31 02:00:38,0.00,48.00,20.49,95.79,1008.98,20.50,1807.00
2026-01-31 02:05:38,0.00,48.00,20.48,95.87,1009.01,20.50,1803.00
2026-01-31 02:10:38,0.00,48.00,20.46,95.90,1008.97,20.50,1811.00
2026-01-31 02:15:38,0.00,48.00,20.46,95.90,1008.94,20.50,1821.00
2026-01-31 02:20:38,0.00,48.00,20.45,95.91,1008.99,20.50,1818.00
2026-01-31 02:25:38,0.00,48.00,20.44,95.94,1009.07,20.50,1811.00
2026-01-31 02:30:38,0.00,48.00,20.44,95.93,1009.11,20.50,1812.00
2026-01-31 02:35:38,0.00,48.00,20.43,95.94,1009.13,20.50,1824.00
2026-01-31 02:40:38,0.00,48.00,20.42,95.97,1009.13,20.50,1815.00
2026-01-31 02:45:38,0.00,48.00,20.41,95.98,1009.12,20.50,1822.00
2026-01-31 02:50:38,0.00,49.00,20.40,95.98,1009.13,20.50,1815.00
2026-01-31 02:55:38,0.00,48.00,20.40,96.02,1009.21,20.50,1815.00
2026-01-31 03:00:38,0.00,48.00,20.40,96.02,1009.24,20.50,1834.00
2026-01-31 03:05:38,0.00,48.00,20.39,96.02,1009.22,20.50,1826.00
2026-01-31 03:10:38,0.00,48.00,20.38,96.05,1009.24,20.50,1827.00
2026-01-31 03:15:38,0.00,49.00,20.38,96.04,1009.27,20.50,1840.00
2026-01-31 03:20:38,0.00,48.00,20.37,96.06,1009.30,20.50,1842.00
2026-01-31 03:25:38,0.00,48.00,20.37,96.07,1009.34,20.50,1847.00
