timestamp,field1,field2,field3,field4,field5,field6,field7
2026-02-02 00:00:40,0.00,99.00,19.55,43.72,1014.60,20.20,1987.00
2026-02-02 00:05:40,0.00,99.00,19.54,43.73,1014.50,20.20,1999.00
2026-02-02 00:10:40,0.00,90.00,19.53,43.80,1014.39,20.20,1989.00
2026-02-02 00:15:40,0.00,82.00,19.53,43.74,1014.46,20.20,2005.00
2026-02-02 00:20:40,0.00,99.00,19.53,43.74,1014.46,20.20,2004.00
2026-02-02 00:25:40,0.00,4.00,19.52,43.76,1014.48,20.20,2006.00
2026-02-02 00:30:40,0.00,99.00,19.52,43.73,1014.46,20.20,2000.00
2026-02-02 00:35:40,0.00,99.00,19.52,43.74,1014.45,20.20,2004.00
2026-02-02 00:40:40,0.00,99.00,19.51,43.78,1014.34,20.20,1995.00
2026-02-02 00:45:40,0.00,99.00,19.51,43.77,1014.34,20.20,1994.00
2026-02-02 00:50:40,0.00,78.00,19.51,43.78,1014.39,20.20,2000.00
2026-02-02 00:55:40,0.00,84.00,19.48,43.78,1014.37,20.20,1999.00
2026-02-02 01:00:40,0.00,90.00,19.49,43.76,1014.31,20.20,1996.00
2026-02-02 01:05:40,0.00,26.00,19.49,43.82,1014.29,20.20,1994.00
2026-02-02 01:10:40,0.00,99.00,19.47,43.82,1014.32,20.20,1983.00
2026-02-02 01:15:40,0.00,99.00,19.48,43.80,1014.31,20.20,1986.00
2026-02-02 01:20:40,0.00,99.00,19.48,43.78,1014.30,20.20,1990.00
2026-02-02 01:25:40,0.00,47.00,19.45,43.84,1014.23,20.20,1987.00
2026-02-02 01:30:41,0.00,0.00,19.47,43.81,1014.18,20.20,1998.00
2026-02-02 01:35:41,0.00,17.00,19.46,43.79,1014.18,20.20,1998.00
2026-02-02 01:40:41,0.00,99.00,19.43,43.89,1014.15,20.20,1988.00
2026-02-02 01:45:41,0.00,6.00,19.45,43.86,1014.13,20.20,1985.00
2026-02-02 01:50:41,0.00,99.00,19.45,43.86,1014.12,20.20,1986.00
2026-02-02 01:55:41,0.00,99.00,19.42,43.87,1014.11,20.20,1979.00
2026-02-02 02:00:41,0.00,99.00,19.43,43.88,1013.93,20.20,1980.00
2026-02-02 02:05:41,0.00,82.00,19.44,43.90,1013.94,20.20,1974.00
2026-02-02 02:10:41,0.00,11.00,19.43,43.88,1013.94,20.20,1982.00
2026-02-02 02:15:41,0.00,0.00,19.43,43.89,1013.92,20.20,1986.00
2026-02-02 02:20:41,0.00,0.00,19.42,43.88,1013.90,20.20,1983.00
2026-02-02 02:25:41,0.00,0.00,19.41,43.93,1013.91,20.20,1976.00
2026-02-02 02:30:41,0.00,0.00,19.41,43.93,1013.98,20.20,1985.00
2026-02-02 02:35:41,0.00,0.00,19.41,43.90,1013.85,20.20,1979.00
2026-02-02 02:40:41,0.00,64.00,19.40,43.92,1013.83,20.20,1983.00
2026-02-02 02:45:41,0.00,99.00,19.40,43.94,1013.93,20.20,1978.00
2026-02-02 02:50:41,0.00,84.00,19.39,43.96,1013.79,20.20,1977.00
2026-02-02 02:55:41,0.00,83.00,19.39,43.97,1013.77,20.20,1974.00
2026-02-02 03:00:41,0.00,50.00,19.39,43.97,1013.78,20.20,1978.00
2026-02-02 03:05:41,0.00,5.00,19.38,44.00,1013.61,20.20,1970.00
2026-02-02 03:10:41,0.00,82.00,19.38,43.97,1013.57,20.20,1967.00
2026-02-02 03:15:41,0.00,0.00,19.38,44.01,1013.55,20.20,1967.00
2026-02-02 03:20:41,0.00,99.00,19.38,44.01,1013.49,20.20,1969.00
2026-02-02 03:25:41,0.00,99.00,19.36,43.98,1013.47,20.20,1975.00
2026-02-02 03:30:41,0.00,27.00,19.35,43.98,1013.44,20.20,1978.00
2026-02-02 03:35:41,0.00,26.00,19.36,44.03,1013.36,20.20,1979.00
2026-02-02 03:40:41,0.00,88.00,19.35,44.01,1013.30,20.20,1983.00
2026-02-02 03:45:41,0.00,99.00,19.34,44.03,1013.24,20.20,1977.00
2026-02-02 03:50:41,0.00,45.00,19.34,44.03,1013.23,20.20,1981.00
2026-02-02 03:55:41,0.00,0.00,19.34,44.05,1013.12,20.20,1979.00
2026-02-02 04:00:41,0.00,0.00,19.33,44.04,1013.13,20.20,1987.00
2026-02-02 04:05:41,0.00,99.00,19.33,44.05,1013.04,20.20,1977.00
2026-02-02 04:10:41,0.00,38.00,19.33,44.07,1013.04,20.20,1972.00
2026-02-02 04:15:41,0.00,91.00,19.33,44.06,1013.04,20.20,1972.00
2026-02-02 04:20:41,0.00,29.00,19.32,44.03,1012.92,20.20,1966.00
2026-02-02 04:25:41,0.00,99.00,19.31,44.07,1012.97,20.20,1974.00
2026-02-02 04:30:41,0.00,81.00,19.31,44.08,1012.92,20.20,1975.00
2026-02-02 04:35:41,0.00,97.00,19.31,44.04,1012.90,20.20,1980.00
2026-02-02 04:40:41,0.00,25.00,19.31,44.09,1012.94,20.20,1978.00
2026-02-02 04:45:41,0.00,57.00,19.31,44.09,1012.85,20.20,1985.00
2026-02-02 04:50:41,0.00,0.00,19.30,44.08,1012.80,20.20,1985.00
2026-02-02 04:55:41,0.00,54.00,19.29,44.10,1012.77,20.20,1983.00
2026-02-02 05:00:41,0.00,99.00,19.28,44.08,1012.83,20.20,1975.00
2026-02-02 05:05:41,0.00,0.00,19.28,44.15,1012.85,20.20,1975.00
2026-02-02 05:10:41,0.00,90.00,19.28,44.16,1012.78,20.20,1986.00
2026-02-02 05:15:41,0.00,35.00,19.28,44.16,1012.71,20.20,1985.00
2026-02-02 05:20:41,0.00,99.00,19.28,44.17,1012.73,20.20,1987.00
2026-02-02 05:25:41,0.00,36.00,19.26,44.16,1012.63,20.20,1985.00
2026-02-02 05:30:41,0.00,80.00,19.26,44.19,1012.49,20.20,1986.00
2026-02-02 05:35:41,0.00,0.00,19.26,44.17,1012.49,20.20,1978.00
2026-02-02 05:40:41,0.00,99.00,19.25,44.18,1012.45,20.20,1977.00
2026-02-02 05:45:41,0.00,17.00,19.25,44.18,1012.39,20.20,1974.00
2026-02-02 05:50:41,0.00,40.00,19.24,44.21,1012.42,20.20,1975.00
2026-02-02 05:55:41,0.00,96.00,19.24,44.20,1012.32,20.20,1976.00
2026-02-02 06:00:41,83.00,80.00,19.24,44.20,1012.34,20.20,1974.00
2026-02-02 06:05:41,83.00,53.00,19.31,44.20,1012.27,20.20,1974.00
2026-02-02 06:10:41,82.00,35.00,19.36,44.15,1012.34,20.20,1974.00
2026-02-02 06:15:41,82.00,91.00,19.42,44.12,1012.42,20.20,1980.00
2026-02-02 06:20:41,83.00,99.00,19.47,44.06,1012.44,20.20,1974.00
2026-02-02 06:25:41,82.00,81.00,19.51,44.04,1012.47,20.20,1970.00
2026-02-02 06:30:41,82.00,99.00,19.53,44.00,1012.57,20.20,1973.00
2026-02-02 06:35:41,83.00,99.00,19.55,44.00,1012.70,20.20,1979.00
2026-02-02 06:40:41,82.00,49.00,19.56,44.01,1012.74,20.20,1981.00
2026-02-02 06:45:41,82.00,80.00,19.57,44.02,1012.76,20.20,1982.00
2026-02-02 06:50:41,82.00,32.00,19.58,44.01,1012.85,20.20,1982.00
2026-02-02 06:55:41,82.00,0.00,19.58,44.00,1012.92,20.20,1981.00
2026-02-02 07:00:41,82.00,0.00,19.58,44.01,1012.92,20.20,1976.00
2026-02-02 07:05:41,83.00,99.00,19.57,44.02,1012.94,20.20,1979.00
2026-02-02 07:10:41,82.00,99.00,19.58,44.01,1012.96,20.20,1977.00
2026-02-02 07:15:41,82.00,39.00,19.58,44.03,1012.90,20.20,1981.00
2026-02-02 07:20:41,82.00,88.00,19.57,44.06,1012.90,20.20,1981.00
2026-02-02 07:25:41,82.00,23.00,19.58,44.07,1013.02,20.20,1983.00
2026-02-02 07:30:41,83.00,0.00,19.58,44.06,1013.01,20.20,1989.00
2026-02-02 07:35:41,82.00,76.00,19.57,44.07,1013.01,20.20,1988.00
2026-02-02 07:40:41,82.00,37.00,19.57,44.08,1013.06,20.20,2001.00
2026-02-02 07:45:41,82.00,96.00,19.57,44.09,1013.13,20.20,1998.00
2026-02-02 07:50:41,82.00,28.00,19.57,44.06,1013.13,20.20,1997.00
2026-02-02 07:55:41,82.00,99.00,19.61,44.02,1013.11,20.20,1997.00
2026-02-02 08:00:41,82.00,9.00,19.67,43.96,1013.09,20.20,1995.00
2026-02-02 08:05:41,89.00,11.00,19.73,43.92,1013.14,20.20,1994.00
2026-02-02 08:10:41,89.00,99.00,19.81,43.85,1013.12,20.20,1995.00
2026-02-02 08:15:41,90.00,0.00,19.86,43.81,1013.13,20.20,1996.00
2026-02-02 08:20:41,88.00,38.00,19.91,43.78,1013.16,20.20,1992.00
2026-02-02 08:25:41,89.00,0.00,19.94,43.71,1013.10,20.20,1991.00
2026-02-02 08:30:41,89.00,99.00,19.98,43.70,1013.02,20.20,1990.00
2026-02-02 08:35:41,89.00,91.00,20.01,43.65,1013.06,20.20,1986.00
2026-02-02 08:40:41,89.00,99.00,20.06,43.65,1013.00,20.20,1982.00
2026-02-02 08:45:41,89.00,99.00,20.11,43.57,1013.00,20.20,1982.00
2026-02-02 08:50:41,88.00,41.00,20.14,43.57,1013.15,20.20,1966.00
2026-02-02 08:55:41,82.00,86.00,20.15,43.56,1013.11,20.20,1977.00
2026-02-02 09:00:41,82.00,77.00,20.13,43.57,1013.06,20.20,1979.00
2026-02-02 09:05:41,84.00,0.00,20.09,43.60,1013.06,20.20,1973.00
2026-02-02 09:10:41,82.00,56.00,20.06,43.65,1013.11,20.20,1977.00
2026-02-02 09:15:41,82.00,0.00,20.02,43.69,1013.07,20.20,1978.00
2026-02-02 09:20:41,82.00,18.00,19.99,43.70,1013.07,20.20,1972.00
2026-02-02 09:25:41,82.00,99.00,19.97,43.74,1013.05,20.20,1972.00
2026-02-02 09:30:41,82.00,99.00,19.95,43.78,1013.08,20.20,1980.00
2026-02-02 09:35:41,82.00,99.00,19.94,43.82,1013.11,20.20,1982.00
2026-02-02 09:40:41,83.00,4.00,19.93,43.79,1013.07,20.20,1977.00
2026-02-02 09:45:41,82.00,14.00,19.93,43.83,1013.12,20.20,1973.00
2026-02-02 09:50:41,82.00,34.00,19.92,43.87,1013.10,20.20,1969.00
2026-02-02 09:55:41,82.00,99.00,19.91,43.88,1013.10,20.20,1973.00
2026-02-02 10:00:41,82.00,80.00,19.91,43.87,1013.18,20.20,1979.00
2026-02-02 10:05:41,82.00,45.00,19.90,43.88,1013.10,20.20,1972.00
2026-02-02 10:10:41,82.00,99.00,19.90,43.89,1013.09,20.20,1973.00
2026-02-02 10:15:41,82.00,99.00,19.89,43.90,1013.18,20.20,1966.00
2026-02-02 10:20:41,82.00,99.00,19.89,43.90,1013.14,20.20,1971.00
2026-02-02 10:25:41,82.00,99.00,19.89,43.89,1013.05,20.20,1964.00
2026-02-02 10:30:41,82.00,92.00,19.88,43.92,1013.09,20.20,1973.00
2026-02-02 10:35:41,82.00,99.00,19.88,43.90,1013.09,20.20,1970.00
2026-02-02 10:40:41,82.00,94.00,19.87,43.93,1013.01,20.20,1978.00
2026-02-02 10:45:41,83.00,99.00,19.87,43.93,1013.02,20.20,1982.00
2026-02-02 10:50:41,82.00,17.00,19.88,43.90,1013.05,20.20,1979.00
2026-02-02 10:55:41,82.00,0.00,19.87,43.95,1013.02,20.20,1975.00
2026-02-02 11:00:41,82.00,0.00,19.88,43.98,1012.98,20.20,1980.00
2026-02-02 11:05:41,82.00,92.00,19.88,43.96,1012.98,20.20,1975.00
2026-02-02 11:10:41,82.00,99.00,19.88,43.95,1013.00,20.20,1975.00
2026-02-02 11:15:41,80.00,14.00,19.89,43.95,1013.03,20.20,1974.00
2026-02-02 11:20:41,82.00,0.00,19.89,43.95,1013.02,20.20,1973.00
2026-02-02 11:25:41,82.00,31.00,19.89,43.93,1013.08,20.20,1988.00
